0.046	9	packing/tests/test_prospective_atlas_seed.py
7.371	30	packing/tests/test_reachable_tests.py
0.048	4	packing/tests/test_read_bc303_parent_union.py
0.022	10	packing/tests/test_read_tier_walls.py
0.452	11	packing/tests/test_release.py
0.005	2	packing/tests/test_render_angle_hue_registry.py
0.475	46	packing/tests/test_render_explainer_fonts.py
0.015	8	packing/tests/test_render_motion.py
0.708	58	packing/tests/test_replay_weighted_atom_source.py
0.262	10	packing/tests/test_repo_scope.py
0.01	3	packing/tests/test_restricted_orientation_packet_boundary_review.py
3.778	9	packing/tests/test_restricted_orientation_packet_review.py
0.134	11	packing/tests/test_results_headline.py
0.003	2	packing/tests/test_retained_patches_apply.py
2.344	5	packing/tests/test_review_trump_local_theorem.py
1.158	3	packing/tests/test_rounded_measure_audit.py
1.19	2	packing/tests/test_run_basin_hopping.py
0.15	12	packing/tests/test_run_fractional_colgen.py
0.089	4	packing/tests/test_run_fractional_cutting.py
0.885	33	packing/tests/test_run_h124_cover.py
3.52	37	packing/tests/test_rung_figures.py
0.003	4	packing/tests/test_scroll_restoration.py
3.172	3	packing/tests/test_segment_cover_replay.py
0.372	12	packing/tests/test_session_clocks.py
4.423	59	packing/tests/test_session_gate.py
4.365	28	packing/tests/test_session_rollups.py
1.537	6	packing/tests/test_stromquist_memo3_n26.py
0.22	8	packing/tests/test_stromquist_n26_source_scores.py
3.886	7	packing/tests/test_stromquist_restricted_orientation.py
14.262	9	packing/tests/test_stromquist_restricted_orientation_review.py
3.202	33	packing/tests/test_synopsis_handoff.py
0.036	5	packing/tests/test_threshold_coverage_encoding.py
0.019	4	packing/tests/test_transport_ceiling_family.py
1.076	12	packing/tests/test_trump_support_adoption.py
0.527	9	packing/tests/test_uniform_cover.py
19.516	123	packing/tests/test_validation_cli.py
1.3	45	packing/tests/test_verify_claim.py
1.708	15	packing/tests/test_verify_fixed_core_calibration_runset.py
1.923	26	packing/tests/test_verify_threshold_claim.py
0.639	1	packing/tests/test_verify_threshold_claim_oracle.py
0.201	7	packing/tests/test_wall_owner_escape_compatibility.py
0.945	12	packing/tests/test_wall_owner_fixed_pattern.py
2.029	12	packing/tests/test_wall_owner_footprints.py
1.134	12	packing/tests/test_wall_owner_parent_experiment.py
52.893	23	packing/tests/test_wall_owner_parent_inputs.py
0.17	5	packing/tests/test_wall_owner_selected_cover.py
0.071	12	packing/tests/test_wall_owner_two_attainer_obstruction.py
0.058	63	packing/tests/test_weighted_clique_certificate.py
0.172	16	packing/tests/test_weighted_publication_refusals.py
0.933	1	packing/tests/test_witness_contract.py
